rxn,rxn_name,equation,pathway,gene,ActivatedMyeloidCells___aCTLA4,ActivatedMyeloidCells___aPD1,ActivatedMyeloidCells___aPD1aCTLA4,ActivatedMyeloidCells___Control,HighlyProliferativeTCells___aCTLA4,HighlyProliferativeTCells___aPD1,HighlyProliferativeTCells___aPD1aCTLA4,HighlyProliferativeTCells___Control,OtherMyeloidCells___aCTLA4,OtherMyeloidCells___aPD1,OtherMyeloidCells___aPD1aCTLA4,OtherMyeloidCells___Control
AG13T2g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T2g: ksii_core2_pre4_g + uacgam_g --> h_g + ksii_core2_pre5_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AG13T3g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T3g: ksii_core2_pre7_g + uacgam_g --> h_g + ksii_core2_pre8_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AG13T4g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T4g: ksi_pre1_g + uacgam_g --> h_g + ksi_pre2_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AG13T5g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T5g: ksi_pre3_g + uacgam_g --> h_g + ksi_pre4_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AG13T6g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T6g: ksi_pre6_g + uacgam_g --> h_g + ksi_pre7_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AG13T7g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T7g: ksi_pre9_g + uacgam_g --> h_g + ksi_pre10_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AG13T8g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T8g: ksi_pre12_g + uacgam_g --> h_g + ksi_pre13_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AG13T9g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",AG13T9g: ksi_pre15_g + uacgam_g --> h_g + ksi_pre16_g + udp_g,Keratan sulfate biosynthesis,B3gnt2;;;B3gnt3;;;B3gnt4;;;B3gnt7;;;B3gnt8;;;B3gntl1;;;B4gat1,0.0981805153383453,0.11234309363658287,0.09923020834256208,0.09231505248485149,0.019078048460342216,0.0212011314250741,0.035251794665279675,0.025446109051018406,0.09926969744811803,0.08412035115261304,0.07178391804003457,0.10584812672097028
AGDC,N-acetylglucosamine-6-phosphate deacetylase,AGDC: acgam6p_c + h2o_c --> ac_c + gam6p_c,Aminosugar Metabolism,Amdhd2,0.7774273738009038,0.9873405589014668,0.7799061002735146,0.6735142166366305,0.163128524957982,0.11759817827585581,0.2128805837764562,0.22324822178106857,0.7465578364806277,0.6612223645857226,0.782801030367699,0.6243193206608412
AGMTm,Agmatinase (m),AGMTm: agm_m + h2o_m --> ptrc_m + urea_m,Arginine and Proline Metabolism,Agmat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1: Rtotal2coa_c + alpa_hs_c --> coa_c + pa_hs_c,Triacylglycerol Synthesis,Agpat1;;;Agpat2;;;Agpat3;;;Agpat4;;;Agpat5;;;Gpat4,0.29347759529930295,0.28620212331694317,0.3572979986457244,0.34929234556718575,0.310501321821734,0.2726144100419123,0.7068235766841294,0.269573119598494,0.2830682805779387,0.2908793574505338,0.24831465493783722,0.3310088257482388
AGPSx,Alkylglycerone phosphate synthase,AGPSx: adhap_hs_x + alkylR1oh_x --> Rtotal_x + akdhap_hs_x + h_x,Glycerophospholipid Metabolism,Agps,0.1621773291375315,0.271067890923539,0.1846502827483306,0.35092575502588913,0.1829609295164866,0.2938130762143499,0.22220376699542,0.248531606742838,0.20425733451932618,0.2489242819109466,0.256431245012478,0.3695880447632968
AGTim,Alanine---glyoxylate aminotransferase,AGTim: ala__L_m + glx_m --> gly_m + pyr_m,Alanine and Aspartate Metabolism,Agxt2;;;Etnppl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTix,"Alanine---glyoxylate aminotransferase, glyoxysome",AGTix: ala__L_x + glx_x --> gly_x + pyr_x,Alanine and Aspartate Metabolism,Agxt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCi,Adenosylhomocysteinase,AHCi: ahcys_c + h2o_c <=> adn_c + hcys__L_c,Methionine Metabolism,Ahcy;;;Ahcyl1,0.09153067893706691,0.10185379500595931,0.08918034623607834,0.05422362712357448,0.22239540043378567,0.16317658645970468,0.20604112923420087,0.09217966461123414,0.094386639308284,0.1116328192962742,0.09031315125760693,0.105643241505684
AHEXASE2ly,"Beta-N-acetylhexosaminidase, lysosomal",AHEXASE2ly: 3.0 h2o_l + n2m2nmn_l --> 3.0 acgam_l + m2mn_l,N-Glycan Degradation,Hexa;;;Hexb,2.6389027215111627,2.4419417269031642,2.560473391582442,2.4045035402256265,0.2973290496215155,0.2958543470620043,0.451579680978309,0.448811396903937,2.00805330856533,1.9005615533292781,2.248379728648703,2.326578718629052
AHEXASEly,"Beta-N-acetylhexosaminidase, lysosomal",AHEXASEly: 2.0 h2o_l + n2m2mn_l --> 2.0 acgam_l + m2mn_l,N-Glycan Degradation,Hexa;;;Hexb,2.6389027215111627,2.4419417269031642,2.560473391582442,2.4045035402256265,0.2973290496215155,0.2958543470620043,0.451579680978309,0.448811396903937,2.00805330856533,1.9005615533292781,2.248379728648703,2.326578718629052
AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,AICART: 10fthf_c + aicar_c <=> fprica_c + thf_c,IMP Biosynthesis,Atic,0.0816119131394054,0.1259489845346194,0.1353543341410344,0.10443706698676482,0.3730191767163049,0.3797540627823498,0.415580981286149,0.33105750483790714,0.1657950145178625,0.1420688995896568,0.1378209071327478,0.22530522865645336
AIRCr,Phosphoribosylaminoimidazole carboxylase,AIRCr: air_c + co2_c <=> 5aizc_c + h_c,IMP Biosynthesis,Paics,0.26857079637608017,0.2950716962192371,0.2666016905896331,0.23350161723818239,1.1088309681584612,1.2914584691946631,1.1072611416274079,0.8907512645457762,0.4947628505891247,0.32120559853130404,0.39801050369079455,0.5330406604501027
AKGDm,2-oxoglutarate dehydrogenase,AKGDm: akg_m + coa_m + nad_m --> co2_m + nadh_m + succoa_m,Citric Acid Cycle,Dld;;;Dlst;;;Ogdh;;;Pdhx,0.2177569050187727,0.23160108595517842,0.18051978505310745,0.24074145146810325,0.28201494902665913,0.298375960542398,0.33171663603459633,0.307917795301912,0.25212703529574465,0.25118571116764976,0.20456999737087392,0.2616595272224944
AKGMALtm,"Dicarboxylate/tricarboxylate carrier (mal:akg), mitochondrial",AKGMALtm: akg_m + mal__L_c <=> akg_c + mal__L_m,"Transport, Mitochondrial",Slc25a11,0.777627094719996,1.0134585537013576,0.750109852665762,1.1570252014682585,0.9750598502052512,0.8891526494123562,0.9049949537087864,0.908934401671873,0.9304307096778055,0.9303604625351651,0.8518332566758147,0.7890388322069382
AKGt4_3,AKG transport via sodium symport,AKGt4_3: akg_e + 3.0 na1_e <=> akg_c + 3.0 na1_c,"Transport, Extracellular",Slc13a3,0.0,0.009256977460867602,0.0008520790729379688,0.0360445609050759,0.009966770786198802,0.0,0.0,0.0,0.011975748778919501,0.020254677222515397,0.0387954777114672,0.06423497456201711
AKR1C1,"Aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",AKR1C1: h_c + nadph_c + prgstrn_c --> aprgstrn_c + nadp_c,Steroid Metabolism,Akr1c21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1C41,"Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",AKR1C41: h_c + nadh_c + xol7ah_c --> nad_c + xol7ah2_c,Bile Acid Biosynthesis,Akr1c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1C42,"Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",AKR1C42: h_c + nadh_c + xoldioloneh_c --> nad_c + xoltriol_c,Bile Acid Biosynthesis,Akr1c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1D,"Aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",AKR1D: h_c + nadph_c + xol7aone_c --> nadp_c + xol7ah_c,Bile Acid Biosynthesis,Akr1d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1D2,"Aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",AKR1D2: h_c + nadph_c + xoldiolone_c --> nadp_c + xoldioloneh_c,Bile Acid Biosynthesis,Akr1d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALAASNNaEx,L-alanine/L-asparagine Na-dependent exchange (Ala-L in),ALAASNNaEx: ala__L_e + asn__L_c + na1_e --> ala__L_c + asn__L_e + na1_c,"Transport, Extracellular",Slc1a5,0.06954620283979482,0.0459507435102138,0.06415054324810782,0.08154842555520121,0.34423020762289763,0.29910923129618433,0.3548018912744037,0.4096638003694302,0.0794035763053905,0.09038132188058311,0.0819081353308545,0.1006553135568632
ALACYSNaEx,L-alanine/L-cysteine Na-dependent exchange (Ala-L in),ALACYSNaEx: ala__L_e + cys__L_c + na1_e --> ala__L_c + cys__L_e + na1_c,"Transport, Extracellular",Slc1a4;;;Slc1a5,0.03537756390962744,0.024722314274520374,0.03342163794705369,0.04160525075786887,0.191529030434972,0.16499262683187085,0.19305464368662137,0.23034402229062223,0.040912152924468925,0.04621141150056743,0.046144705694527055,0.05453506306378217
ALADGLNexR,L-alanine/glutamine reversible exchange,ALADGLNexR: ala__D_e + gln__L_c <=> ala__D_c + gln__L_e,"Transport, Extracellular",Slc3a2;;;Slc7a10,3.0058636781932333,2.143163603679055,2.898224683657093,3.1566609125177463,1.024801158614187,1.0631837784422205,0.9978106020221131,0.9347960285100239,1.5347491741973414,1.976816165079982,1.7804622526277658,1.8850027188260314
ALADGLYexR,D-alanine/glycine reversible exchange,ALADGLYexR: ala__D_e + gly_c <=> ala__D_c + gly_e,"Transport, Extracellular",Slc3a2;;;Slc7a10,3.0058636781932333,2.143163603679055,2.898224683657093,3.1566609125177463,1.024801158614187,1.0631837784422205,0.9978106020221131,0.9347960285100239,1.5347491741973414,1.976816165079982,1.7804622526277658,1.8850027188260314
ALAGLNNaEx,L-alanine/L-glutamine Na-dependent exchange (Ala-L in),ALAGLNNaEx: ala__L_e + gln__L_c + na1_e --> ala__L_c + gln__L_e + na1_c,"Transport, Extracellular",Slc1a5,0.06954620283979482,0.0459507435102138,0.06415054324810782,0.08154842555520121,0.34423020762289763,0.29910923129618433,0.3548018912744037,0.4096638003694302,0.0794035763053905,0.09038132188058311,0.0819081353308545,0.1006553135568632
ALAGLNexR,L-alanine/glutamine reversible exchange,ALAGLNexR: ala__L_e + gln__L_c <=> ala__L_c + gln__L_e,"Transport, Extracellular",Slc3a2;;;Slc7a10,3.0058636781932333,2.143163603679055,2.898224683657093,3.1566609125177463,1.024801158614187,1.0631837784422205,0.9978106020221131,0.9347960285100239,1.5347491741973414,1.976816165079982,1.7804622526277658,1.8850027188260314
ALAGLYexR,L-alanine/glycine reversible exchange,ALAGLYexR: ala__L_e + gly_c <=> ala__L_c + gly_e,"Transport, Extracellular",Slc3a2;;;Slc7a10,3.0058636781932333,2.143163603679055,2.898224683657093,3.1566609125177463,1.024801158614187,1.0631837784422205,0.9978106020221131,0.9347960285100239,1.5347491741973414,1.976816165079982,1.7804622526277658,1.8850027188260314
ALAR,Alanine racemase,ALAR: ala__L_c <=> ala__D_c,Alanine and Aspartate Metabolism,Prosc,0.21324622408032537,0.1753376573266513,0.1692574472035618,0.1501367896588567,0.2341964768485268,0.3400556902811405,0.2729308757192582,0.33355668395657895,0.2592141276433196,0.2564383101828427,0.207024451471261,0.2879143250895473
ALASERNaEx,L-alanine/L-serine Na-dependent exchange (Ala-L in),ALASERNaEx: ala__L_e + na1_e + ser__L_c --> ala__L_c + na1_c + ser__L_e,"Transport, Extracellular",Slc1a4;;;Slc1a5,0.03537756390962744,0.024722314274520374,0.03342163794705369,0.04160525075786887,0.191529030434972,0.16499262683187085,0.19305464368662137,0.23034402229062223,0.040912152924468925,0.04621141150056743,0.046144705694527055,0.05453506306378217
ALASm,5 aminolevulinate synthase,ALASm: gly_m + h_m + succoa_m --> 5aop_m + co2_m + coa_m,"Glycine, Serine, and Threonine Metabolism",Alas1;;;Alas2;;;Gcat,0.19104162398003804,0.19865848467455374,0.12753715977522984,0.11937090807738449,0.10339662769379492,0.07356737439471879,0.13233163973213083,0.09787386930717475,0.17706213825980582,0.32342301726288014,0.15668437028983165,0.1731570815147292
ALATA_L,L-alanine transaminase,ALATA_L: akg_c + ala__L_c <=> glu__L_c + pyr_c,Glutamate metabolism,Gpt;;;Gpt2,0.05991432528429308,0.0512905485743274,0.039034857444917984,0.026730965126626004,0.02360226457649224,0.029820051015766187,0.01720941276204699,0.03812961894042864,0.037161379864870614,0.025475335260574123,0.04339574415551174,0.039063543318520605
ALATHRNaEx,L-alanine/L-threonine Na-dependent exchange (Ala-L in),ALATHRNaEx: ala__L_e + na1_e + thr__L_c --> ala__L_c + na1_c + thr__L_e,"Transport, Extracellular",Slc1a4;;;Slc1a5,0.03537756390962744,0.024722314274520374,0.03342163794705369,0.04160525075786887,0.191529030434972,0.16499262683187085,0.19305464368662137,0.23034402229062223,0.040912152924468925,0.04621141150056743,0.046144705694527055,0.05453506306378217
ALAt2r,L alanine reversible transport via proton symport,ALAt2r: ala__L_e + h_e <=> ala__L_c + h_c,"Transport, Extracellular",Slc36a1,0.1877279050163269,0.1732183030066481,0.22317213655978838,0.1775798683102703,0.044148948148199696,0.0347370233686553,0.018966141896568898,0.020969622953047398,0.1963244925861871,0.1431410439095415,0.1767554651300764,0.1900678030826229
ALAt2rL,L-alanine reversible transport via proton symport (lysosome),ALAt2rL: ala__L_l + h_l <=> ala__L_c + h_c,"Transport, Lysosomal",Slc36a1,0.1877279050163269,0.1732183030066481,0.22317213655978838,0.1775798683102703,0.044148948148199696,0.0347370233686553,0.018966141896568898,0.020969622953047398,0.1963244925861871,0.1431410439095415,0.1767554651300764,0.1900678030826229
ALAt4,Alanine-Sodium symporter,ALAt4: ala__L_e + na1_e --> ala__L_c + na1_c,"Transport, Extracellular",Slc38a1;;;Slc38a2;;;Slc38a4;;;Slc6a14;;;Slc7a1;;;Slc7a2;;;Slc7a3,0.3935453182704414,0.15370472850745895,0.2304074509215081,0.10472108847655126,0.17288179896412692,0.12464026283479915,0.2201268237173044,0.19693297954852934,0.09577262947082037,0.10939751569867007,0.08709370317812654,0.10693815994827252
ALAtN1,"Alanine transport (Na, H coupled)",ALAtN1: ala__L_e + h_c + 2.0 na1_e <=> ala__L_c + h_e + 2.0 na1_c,"Transport, Extracellular",Slc38a3;;;Slc38a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALCD2y,"Alcohol dehydrogenase (ethanol, NADP)",ALCD2y: etoh_c + nadp_c --> acald_c + h_c + nadph_c,Glycolysis/Gluconeogenesis,Akr1a1,6.613390244410812,5.578938448372364,6.323756563560906,7.503322425930339,2.3356914273339893,2.6955958375001576,2.9967734220384337,2.353813311504929,5.239251282672068,4.735932247093435,4.854016312947527,5.347030217515293
ALDD19x_P,"Aldehyde dehydrogenase (phenylacetaldehyde, NADP)",ALDD19x_P: h2o_c + nadp_c + pacald_c --> 2.0 h_c + nadph_c + pac_c,Phenylalanine metabolism,Aldh1a3;;;Aldh3a1;;;Aldh3b1;;;Aldh3b2,0.26990248441644155,0.32091144298960056,0.3483674556844228,0.3409172411757849,0.017639573470752637,0.012939785544831073,0.007116649707355682,0.006010082726162908,0.23283760330968128,0.2463776573398441,0.20915972866299434,0.22165740123624697
ALDD19xr,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)",ALDD19xr: h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c,Phenylalanine metabolism,Aldh1a3;;;Aldh3a1;;;Aldh3b1;;;Aldh3b2,0.26990248441644155,0.32091144298960056,0.3483674556844228,0.3409172411757849,0.017639573470752637,0.012939785544831073,0.007116649707355682,0.006010082726162908,0.23283760330968128,0.2463776573398441,0.20915972866299434,0.22165740123624697
ALDD20x,"Aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",ALDD20x: h2o_c + id3acald_c + nad_c --> 2.0 h_c + ind3ac_c + nadh_c,Tryptophan metabolism,Aldh1a1;;;Aldh1a2;;;Aldh3a2;;;Aldh7a1;;;Aldh9a1,0.05486534866952069,0.062287128847172704,0.09052860639908424,0.07986254486715422,0.10862860751975083,0.059522466458832676,0.14488213548112283,0.08469926847638531,0.07824114904219809,0.0770002228796028,0.09565481348846736,0.0737235949629787
ALDD21,"Aldehyde dehydrogenase (pristanal, NAD)",ALDD21: h2o_c + nad_c + pristanal_c --> 2.0 h_c + nadh_c + prist_c,Fatty Acid Metabolism,Aldh3a2,0.0957527319934723,0.0768025750572204,0.1041543807153789,0.0635074721175788,0.04101957882527219,0.060048152992975404,0.05811091744837531,0.06472653514879391,0.10750213069327391,0.10496208254646192,0.0902200226432226,0.1042962596589363
ALDD2x,"Aldehyde dehydrogenase (acetaldehyde, NAD)",ALDD2x: acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,Glycolysis/Gluconeogenesis,Aldh1a1;;;Aldh1a2;;;Aldh1a3;;;Aldh3a1;;;Aldh3a2;;;Aldh3b1;;;Aldh3b2;;;Aldh7a1;;;Aldh9a1,0.15618087076788006,0.18554537823204384,0.2133872339586237,0.2043582791287073,0.06920735514164966,0.03908646188985437,0.08598244213461446,0.05048832359149672,0.1499153392881926,0.15583898600955873,0.14769783791479013,0.14218613473565833
ALDD2xm,Aldehyde dehydrogenase  acetylaldehyde  NAD   mitochondrial,ALDD2xm: acald_m + h2o_m + nad_m --> ac_m + 2.0 h_m + nadh_m,Glycolysis/Gluconeogenesis,Aldh1b1;;;Aldh2,0.2833238383275261,0.2468180514893473,0.29180638291841665,0.4526410263098247,0.04357990188340439,0.028371797002339664,0.06135787245441781,0.05720779193110637,0.4232571217146144,0.3433231080921828,0.4840338643285598,0.4125738373171235
ALDD2y,"Aldehyde dehydrogenase (acetaldehyde, NADP)",ALDD2y: acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,Glycolysis/Gluconeogenesis,Aldh1a2;;;Aldh3a1;;;Aldh3a2;;;Aldh3b1;;;Aldh3b2;;;Aldh9a1,0.22138875238107308,0.26061996067583054,0.2941656963973698,0.2861522864529776,0.09164957644578604,0.04650435601255021,0.10681562511060064,0.0603648155603585,0.21191263396233856,0.21906370047899726,0.20511056511044906,0.1988979430487262
ALKP,Alkaline phosphatase,ALKP: dhap_c + h2o_c --> dha_c + pi_c,Glycerophospholipid Metabolism,Alpi;;;Alpl;;;Alppl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0023462812704808196,0.0,0.0,0.0,0.0006059284021497554,0.0
ALOX12,Arachidonate 12-lipoxygenase,ALOX12: arachd_c + o2_c --> 12HPET_c,Eicosanoid Metabolism,Alox12,0.0,0.0,0.001720341315717,0.0,0.0,0.0,0.0,0.0,0.0013287496784425,0.0,0.0,0.0
ALOX12R,Arachidonate 12-lipoxygenase R,ALOX12R: arachd_c + o2_c --> 12RHPET_c,Eicosanoid Metabolism,Alox12b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15,Arachidonate 15-lipoxygenase,ALOX15: arachd_c + o2_c --> 15HPET_c,Eicosanoid Metabolism,Alox15;;;Alox8,0.0,0.0,0.0034062167245350445,0.0,0.0,0.0,0.0,0.0,0.009747978757650258,0.0016440164747691976,0.004523100949096766,0.0
ALOX5,Arachidonate 5-lipoxygenase,ALOX5: arachd_c + o2_c --> 5HPET_c,Eicosanoid Metabolism,Alox5,0.004398704000495901,0.0074116603964854005,0.015442704338779,0.0,0.0,0.0,0.017270441294315896,0.015299245594199701,0.0037814260717405003,0.0234021047698849,0.0,0.0329403231490938
ALOX52,Arachidonate 5-lipoxygenase,ALOX52: 5HPET_c --> h2o_c + leuktrA4_c,Eicosanoid Metabolism,Alox5,0.004398704000495901,0.0074116603964854005,0.015442704338779,0.0,0.0,0.0,0.017270441294315896,0.015299245594199701,0.0037814260717405003,0.0234021047698849,0.0,0.0329403231490938
ALR,Aldose reductase,ALR: h2o_c + mthgxl_c + nadp_c --> 2.0 h_c + nadph_c + pyr_c,"Glycine, Serine, and Threonine Metabolism",Akr1b3,0.4215372472802427,0.6203005090805885,0.5253302491055379,0.7971674440496537,1.5046742998577858,1.5714511565676423,1.6901394119411617,1.6117287599793406,0.8527086364844793,0.6330747163556758,0.7190053126015652,1.0805439292764338
ALR2,Aldose reductase (methylglyoxal),ALR2: h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,Pyruvate Metabolism,Akr1a1;;;Akr1b3;;;Akr7a5,5.51835201408484,4.491649833549829,5.230439661796759,6.406558429478288,1.6805831360738883,1.9437409706396986,2.183013419394802,1.7126706125145097,4.159136788930497,3.664120445212553,3.7807350623215132,4.268366502137843
ALR3,Aldose reductase (acetol),ALR3: acetol_c + h_c + nadph_c --> 12ppd__S_c + nadp_c,Pyruvate Metabolism,Akr1a1;;;Akr1b3;;;Akr7a5,5.51835201408484,4.491649833549829,5.230439661796759,6.406558429478288,1.6805831360738883,1.9437409706396986,2.183013419394802,1.7126706125145097,4.159136788930497,3.664120445212553,3.7807350623215132,4.268366502137843
AMACR2p,Alpha-methylacyl-CoA racemase (reductase),AMACR2p: dhcholestancoa_x + 0.5 o2_x --> dhcholoylcoa_x + h2o_x,Bile Acid Biosynthesis,Amacr,0.0353422374999985,0.04867753131173991,0.04847960606699791,0.04954505982825411,0.0376501103649386,0.0,0.007065260397237201,0.0,0.0461626426908551,0.04220414500032639,0.0681809138311799,0.0408231948419122
AMACR2r,Alpha-methylacyl-CoA racemase (reductase),AMACR2r: dhcholestancoa_r + 0.5 o2_r --> dhcholoylcoa_r + h2o_r,Bile Acid Biosynthesis,Amacr,0.0353422374999985,0.04867753131173991,0.04847960606699791,0.04954505982825411,0.0376501103649386,0.0,0.007065260397237201,0.0,0.0461626426908551,0.04220414500032639,0.0681809138311799,0.0408231948419122
AMACRp,Alpha-methylacyl-CoA racemase,AMACRp: cholcoar_x --> cholcoas_x,Bile Acid Biosynthesis,Amacr,0.0353422374999985,0.04867753131173991,0.04847960606699791,0.04954505982825411,0.0376501103649386,0.0,0.007065260397237201,0.0,0.0461626426908551,0.04220414500032639,0.0681809138311799,0.0408231948419122
AMACRr,Alpha-methylacyl-CoA racemase,AMACRr: cholcoar_r --> cholcoas_r,Bile Acid Biosynthesis,Amacr,0.0353422374999985,0.04867753131173991,0.04847960606699791,0.04954505982825411,0.0376501103649386,0.0,0.007065260397237201,0.0,0.0461626426908551,0.04220414500032639,0.0681809138311799,0.0408231948419122
AMANK,N-acetyl-D-mannosamine kinase,AMANK: acmana_c + atp_c --> acmanap_c + adp_c + h_c,Aminosugar Metabolism,Gne;;;Nagk,0.2063449370428649,0.18762182276774259,0.2141241488177606,0.20936246586413343,0.10465582885452147,0.17849282108007475,0.09504756537126861,0.1302622150305007,0.21121782527162447,0.1834969648962116,0.1635893554673703,0.2240149044894237
AMETt2m,"S-Adenosyl-L-methionine reversible transport, mitochondrial",AMETt2m: ahcys_m + amet_c <=> ahcys_c + amet_m,"Transport, Mitochondrial",Slc25a26,0.0152949380313993,0.022779536726053796,0.007066138064956301,0.0030541438623924,0.0,0.010848575582026,0.0396827337524405,0.010589395144338702,0.026454530922321,0.041132250818905994,0.0305650211892531,0.0366085601273757
AMPDA,Adenosine monophosphate deaminase,AMPDA: amp_c + h2o_c + h_c --> imp_c + nh4_c,Nucleotides,Ampd1;;;Ampd2;;;Ampd3,0.034701822542965804,0.03389032923888818,0.032249451784751554,0.11813924221643866,0.04802670683496553,0.03943835298299517,0.036266954365631966,0.042015542519409664,0.027359297222724822,0.031649032617820684,0.07775715472584593,0.027810985601949955
AMPTASECG,Alanyl aminopeptidase (cys-gly),AMPTASECG: cgly_c + h2o_c --> cys__L_c + gly_c,Glutathione Metabolism,Anpep,1.094864257444991,1.0368037642230417,1.0260666261104965,0.6514481558887306,0.020064046008679098,0.0470204756313599,0.0672964247790954,0.1128851668077506,0.5670428789677842,0.634520453105133,0.581257123717041,0.5831155600106237
